time_s,ax,ay,az,gx,gy,gz,stroke
25.026,-0.2527983883195322,1.3356119381236076,0.7420837857647877,0.05677071789771992,0.027100882398514707,-0.0004754489362995899,1
25.045,-0.24719860519013867,1.331772349970111,0.7409429066259432,0.04843674341462893,0.02264831642643429,-0.0017042684327496383,1
25.065,-0.24427144582704657,1.3268735650846155,0.7436524945806988,0.039784104687652866,0.01836857732558888,-0.0036707017291657744,1
25.084,-0.24338057123827941,1.3329639462936098,0.747502961674299,0.039147471973340925,0.01761662883319803,-0.001827472484490699,1
25.104,-0.24096248306876858,1.328594759774114,0.7490716704902101,0.04270357011853028,0.013684059500008871,-0.0016430690344991785,1
25.124,-0.23548996773777034,1.3278003622251144,0.7432246649036321,0.04334089860630047,0.016344683701915955,0.002288992303092954,1
25.143,-0.228744774422819,1.3361415364896074,0.7427968352265654,0.04376532041584175,0.015766320093353246,-0.00022984608805760775,1
25.163,-0.22925384561640022,1.3324343479276104,0.7486438408131434,0.04323444526718601,0.014320032065649909,-0.002073075332732681,1
25.182,-0.2380353237056765,1.3280651614081143,0.7489290605978545,0.04142960891644817,0.015881538007509906,-0.004223106823900199,1
25.202,-0.23650811012493278,1.3232987761141186,0.7507829891984767,0.04334089860630047,0.021606807123465535,-0.002441882232715724,1
25.221,-0.23854439489925772,1.3278003622251144,0.7494995001672767,0.044933524052267686,0.024093846441544504,0.0008145699584009218,1
25.241,-0.24185335765753574,1.3332287454766096,0.7457916429660323,0.04546439920092342,0.02264831642643429,0.0026577992030759954,1
25.26,-0.24083521527037324,1.3336259442511096,0.7459342528583878,0.041005187106906885,0.017154241151385117,0.0008757693566513816,1
25.28,-0.24401691023025596,1.3321695487446108,0.7436524945806988,0.038245053797972,0.00720684189166241,-0.0020118759344822197,1
25.299,-0.24859855097248706,1.3334935446596097,0.7485012309207877,0.03521913502798014,0.005876529790708855,-0.0021342747309831427,1
25.319,-0.24528958821420904,1.3325667475191103,0.74008724727181,0.03256475928470145,0.004199805934692196,-0.0023806828344652624,1
25.338,-0.24159882206074512,1.3292567577316132,0.7460768627507434,0.03378584170395547,0.0012503789348003262,-0.002626285682707245,1
25.358,-0.24274423224630287,1.325019970803617,0.74650469242781,0.03383872048678356,-0.004070111456420719,-0.0009062604897732302,1
25.377,-0.23472636094739846,1.3201211859181214,0.7446507638271878,0.03304275565052909,-0.003550114817529476,0.0009369687549018432,1
25.397,-0.23676264572172342,1.3234311757056183,0.7564873848926991,0.03155658354367633,-0.007713877991625106,0.00032255900667681816,1
25.416,-0.2335809507618407,1.3226367781566193,0.7453638132889655,0.031078587177848692,-0.0018150239918413523,-0.0032406954309322695,1
25.436,-0.22925384561640022,1.3043656345296353,0.7462194726430988,0.02778757872025808,-0.0057475933250305256,-0.006558347020299376,1
25.456,-0.22645395405170346,1.3119124112451288,0.7601952420939436,0.028318453868913813,-0.01274480757226823,-0.00453071432563278,1
25.475,-0.23078105919714392,1.3243579728461177,0.7413707363030099,0.037076850161546084,-0.003550114817529476,-0.00563632977034177,1
25.495,-0.22785389983405183,1.3252847699866166,0.7353811208240764,0.044667738591210676,3.604276059657993e-05,-0.008216367559742793,1
25.514,-0.2317992015843064,1.3259467679441164,0.7483586210284322,0.040155647714366055,9.365171767489701e-05,-0.004161907425649739,1
25.534,-0.24999849675483546,1.324887571212117,0.7614787311251435,0.029645293853824032,-2.2324209074898228e-05,-0.0064351429685583165,1
25.553,-0.26068899182004135,1.3209155834671207,0.7634752696181214,0.020302447856249673,-0.003954893542264058,-0.011534019149109898,1
25.573,-0.25496194089225244,1.3142956038921267,0.7666126872499437,0.014569970333609286,-0.004128478426092184,-0.010428403704400908,1
25.592,-0.22963564901158615,1.3044980341211352,0.7811588962702106,0.014782181238379927,-0.011704056281892609,-0.009937198007916943,1
25.612,-0.22785389983405183,1.305822030036134,0.789430270026833,0.017170771520601605,-0.013843925832315316,-0.006066336068575273,1
25.631,-0.23396275415702664,1.3006584459676387,0.8014095009846999,0.022001526641331332,-0.0032029450498732245,-0.005083119420367206,1
25.651,-0.22976291680998145,1.298010454137641,0.7977016437834554,0.02799978962502872,0.008421178065866156,-0.006373943570307855,1
25.67,-0.22989018460837676,1.304630433712635,0.7914268085198107,0.031185040516963147,0.020508446876011582,-0.0012742621345161356,1
25.69,-0.22085417092230988,1.3125744092026281,0.7800180171313661,0.034688259879324404,0.022416364572934697,-0.004715117775624302,1
25.709,-0.2291265778180049,1.3135012063431273,0.7778788687460328,0.03447604897455376,0.021491589209308874,-0.005943937272074352,1
25.729,-0.23434455755221253,1.3138984051176268,0.7787345281001661,0.033679388364841016,0.022358755615856367,-0.0035474976774247133,1
25.749,-0.2351081643425844,1.3113828128791292,0.7838684842249662,0.03272409140664399,0.025019379817763466,0.002350191701343414,1
25.768,-0.22709029304368,1.311780011653629,0.7793049676695883,0.03272409140664399,0.021144419441652622,0.005237836992477017,1
25.788,-0.22429040147898321,1.3153548006241256,0.780731066593144,0.02969817263665213,0.01622870777516616,-0.0007830564380321712,1
25.807,-0.22683575744688939,1.308205222683132,0.7872911216414995,0.030335501124422317,0.010272244818304075,0.00044576305841787894,1
25.827,-0.23141739818912047,1.3063516284021337,0.7830128248708328,0.03378584170395547,0.007322817818412205,0.0027189986013264568,1
25.846,-0.23294461176986417,1.308337622274632,0.791712028304522,0.03527201381080823,0.009867466093569493,0.007203465033653014,1
25.866,-0.23472636094739846,1.3124420096111282,0.7841537040096773,0.03564355683752142,0.011891359717242403,0.011504333271228188,1
25.885,-0.23905346609283895,1.3097940177811305,0.7791623577772329,0.03049483324636486,0.01657587754282241,0.008063477630120023,1
25.905,-0.23714444911690932,1.3079404235001322,0.7775936489613217,0.027575367815487438,0.013800035426758667,0.008985494880077625,1
25.924,-0.23269007617307355,1.298010454137641,0.7845815336867441,0.02502744541132321,0.011833750760164087,0.007387868483644534,1
25.944,-0.23141739818912047,1.295892060673643,0.7840110941173217,0.02619495327429087,0.01657587754282241,0.010275513774778137,1
25.963,-0.2305265236003533,1.28781568559215,0.7835832644402552,0.022425948450872615,0.025365791572826583,0.008186681681861081,1
25.983,-0.228744774422819,1.2860944909026517,0.7821571655166996,0.023434819965356006,0.015823929050431576,0.0054222404424685375,1
26.002,-0.23243554057628293,1.2962892594481426,0.7842963139020328,0.030813497490249957,0.017154241151385117,0.0079410788336191,1
26.022,-0.2319264693827017,1.2988048516866404,0.7744562313294995,0.0405807652973656,0.021491589209308874,0.009046694278328087,1
26.041,-0.22798116763244713,1.3031740382061363,0.7750266708989216,0.04604815313240725,0.03051345509281263,0.01162673206772911,1
26.061,-0.23230827277788763,1.307146025951133,0.7717466433747439,0.04546439920092342,0.026985664484358046,0.01162673206772911,1
26.081,-0.2478349441821152,1.3075432247256327,0.7744562313294995,0.04541082464463706,0.020623664790168243,0.009537899974812055,1
26.1,-0.2461804628029762,1.3066164275851335,0.7718892532670993,0.03649309623006225,0.021606807123465535,0.009722303424803576,1
26.12,-0.24045341187518735,1.3010556447421384,0.7827276050861217,0.031981005353217615,0.01235374739905533,0.005483439840718999,1
26.139,-0.24541685601260438,1.289139681507149,0.7905711491656775,0.028689996895627016,0.0111970201819299,0.004746631295993052,1
26.159,-0.2368899135201187,1.2837112982556538,0.7957051052904774,0.02837133265174191,0.017154241151385117,0.006343452437186008,1
26.178,-0.2348536287457938,1.2727221321611635,0.8056877977553666,0.03208745869233207,0.02426743132537263,0.0054222404424685375,1
26.198,-0.23078105919714392,1.266631750952169,0.7952772756134109,0.03856302226839883,0.03051345509281263,0.00689666278716057,1
26.217,-0.21996329633354272,1.268882544007667,0.8049747482935888,0.04753432523926001,0.02282114329766928,0.010889923523003164,1
26.237,-0.2260721506565175,1.2684853452331672,0.8079695560330555,0.052843076725817374,0.018946940934151585,0.0103367131730286,1
26.256,-0.2351081643425844,1.2704713391056655,0.8071138966789222,0.0574080463854901,0.03016628532515638,0.013347562515903261,1
26.276,-0.23383548635863133,1.2770913186806596,0.8006964515229221,0.06664443904395001,0.03299973639829846,0.015988799703554747,1
26.295,-0.23307187956825948,1.2751053248081614,0.7961329349675443,0.07492553474421289,0.024036237484466174,0.016296407205287328,1
26.315,-0.23778078810888587,1.280004109693657,0.7965607646446109,0.08225063771282048,0.024787427964263874,0.023361716682255042,1
26.334,-0.23409002195542192,1.291522874154147,0.7932807371204331,0.08835535403563233,0.02900955810803096,0.024037325828730534,1
26.354,-0.2260721506565175,1.2898016794646483,0.7901433194886107,0.09764532125037859,0.02045007990634012,0.018016432398221337,1
26.374,-0.23561723553616562,1.300261247193139,0.7882893908879886,0.09918437214005944,0.015014371600962412,0.030365021505732157,1
26.393,-0.24427144582704657,1.3202535855096214,0.7758823302530551,0.10157296242228113,0.014956004631290949,0.030180618055740637,1
26.413,-0.23701718131851404,1.3229015773396189,0.7670405169270104,0.10162653697856748,0.012296138441976998,0.025327344723431042,1
26.432,-0.2260721506565175,1.3201211859181214,0.7700353246664771,0.09748598912843603,0.009289102485006785,0.03061062435397414,1
26.452,-0.2382898593024671,1.3258143683526165,0.7617639509098547,0.08660339646772257,0.011660165876335947,0.03466588974330734,1
26.471,-0.22747209643886593,1.3313751511956116,0.7626196102639881,0.0745539917174997,0.009925075050647823,0.024221729278722053,1
26.491,-0.2129635674218008,1.320385985101121,0.7603378519862992,0.06308764512530239,0.012874502050539707,0.021764090285821953,1
26.51,-0.22047236752712396,1.3152224010326257,0.7666126872499437,0.05464791307655522,0.008016399341131575,0.019367650691172314,1
26.53,-0.2180542793576131,1.330580753646612,0.7681813960658548,0.05294883429147356,0.009751490166819698,0.01654201005352931,1
26.549,-0.20812739108277906,1.3369359340386064,0.7737431818677216,0.05416991671072758,0.016517510573150946,0.009537899974812055,1
26.569,-0.20838192667956967,1.335214739349108,0.7753118906836327,0.0537454949011863,0.028778364267124507,0.00935430178006067,1
26.588,-0.2183088149544037,1.3391867270941047,0.7646161487569659,0.056611385775777366,0.03571796955728388,0.0067122593371690496,1
26.608,-0.2273448286404706,1.3436883132051003,0.7631900498334103,0.055178092451752696,0.0328845184841418,0.001428979706625947,1
26.627,-0.2384171271008624,1.3443503111626,0.7613361212327879,0.04631324282000599,0.03085986684787575,0.0013669750531353478,1
26.647,-0.23345368296344537,1.3328315467021101,0.7644735388646103,0.03505980290603759,0.017385434992291574,-0.007602763066757905,1
26.666,-0.23701718131851404,1.3219747801991197,0.7677535663887882,0.026990918110545343,0.01362645054293054,-0.010244000254409386,1
26.686,-0.23256280837467824,1.3190619891861224,0.7673257367117216,0.02465520661115176,0.006628478283099702,-0.008769577909717356,1
26.706,-0.23167193378591108,1.3146928026666262,0.7706057642358993,0.026301406613405322,0.003795027209957614,-0.00926078360620132,1
