time_s,ax,ay,az,gx,gy,gz,qx,qy,qz,qw
21.585,-8.7734,10.5703,9.8047,-1.4746,-4.6484,-1.0215,0.1332,0.2978,0.1857,0.9269
21.605,-9.2305,7.1641,8.1992,-1.4648,-4.8398,-1.4883,0.1332,0.2978,0.1857,0.9269
21.625,-6.6289,7.3945,10.5352,-0.8945,-4.6953,-0.9102,0.1332,0.2978,0.1857,0.9269
21.646,-3.7148,6.8555,11.5352,-0.7871,-3.8359,-0.8555,0.1118,0.1855,0.1547,0.9639
21.667,-2.6797,6.2812,12.2969,-0.7539,-3.3242,-0.5586,0.1118,0.1855,0.1547,0.9639
21.688,-3.2930,5.4414,10.3867,-0.6309,-3.2812,-0.3848,0.1025,0.0920,0.1321,0.9816
21.708,-0.3828,4.4062,10.6914,-0.6328,-2.9473,-0.4121,0.1025,0.0920,0.1321,0.9816
21.728,-0.8047,3.2188,11.0312,-0.6855,-2.9980,-0.1660,0.1025,0.0920,0.1321,0.9816
21.749,-1.1094,3.0273,10.7305,-0.7559,-3.1309,-0.1094,0.0949,0.0151,0.1215,0.9879
21.769,-0.1523,2.6445,10.2695,-0.6133,-2.9473,0.2383,0.0949,0.0151,0.1215,0.9879
21.790,1.0742,2.3359,10.0312,-0.5781,-2.8945,0.1562,0.0863,-0.0610,0.1160,0.9876
21.810,2.4883,2.1836,10.0742,-0.6289,-2.4844,0.1836,0.0863,-0.0610,0.1160,0.9876
21.831,0.9180,2.6797,10.4141,-0.6738,-2.6309,0.2500,0.0863,-0.0610,0.1160,0.9876
21.852,2.9492,2.1836,9.5391,-0.7930,-2.3379,0.3652,0.0863,-0.0610,0.1160,0.9876
21.873,3.1406,3.1406,9.0430,-0.7148,-1.9277,0.2949,0.0863,-0.0610,0.1160,0.9876
21.892,3.6016,2.4883,8.6953,-0.7031,-1.5137,0.4004,0.0654,-0.1859,0.1148,0.9736
21.913,3.7930,2.6445,7.7734,-0.6953,-1.1816,0.3301,0.0654,-0.1859,0.1148,0.9736
21.933,4.1367,1.8789,6.8945,-0.5859,-0.8086,0.2305,0.0654,-0.1859,0.1148,0.9736
21.953,3.6016,1.3008,6.8203,-0.5312,-0.4941,0.0918,0.0507,-0.2186,0.1176,0.9673
21.974,4.1758,1.6094,7.0078,-0.3496,-0.0762,0.1543,0.0507,-0.2186,0.1176,0.9673
21.996,3.3711,1.4570,6.7812,-0.2910,0.4121,-0.0410,0.0393,-0.2287,0.1178,0.9656
22.015,2.4531,1.0352,7.1641,-0.1953,0.7754,-0.2578,0.0393,-0.2287,0.1178,0.9656
22.036,3.2930,0.9961,7.6602,-0.1504,1.3066,-0.3965,0.0393,-0.2287,0.1178,0.9656
22.056,2.6797,1.6094,7.5078,0.0254,1.6875,-0.7422,0.0324,-0.2126,0.1127,0.9701
22.080,0.4961,0.1523,7.2344,0.1094,1.9004,-0.9883,0.0324,-0.2126,0.1127,0.9701
22.097,0.7266,0.6523,6.9727,0.4219,2.2559,-1.1191,0.0328,-0.1689,0.0951,0.9805
22.118,1.1094,0.6523,7.1250,0.5000,3.0957,-1.4648,0.0328,-0.1689,0.0951,0.9805
22.138,0.0781,1.8008,7.5078,0.6230,3.5859,-1.6758,0.0328,-0.1689,0.0951,0.9805
22.159,-1.3398,2.3750,7.0508,0.7324,4.5020,-1.8574,0.0432,-0.0974,0.0660,0.9921
22.181,-2.8359,2.3750,7.1289,0.8906,5.2227,-2.1348,0.0432,-0.0974,0.0660,0.9921
22.200,-5.1328,2.5273,7.3516,1.0840,4.6582,-1.8926,0.0596,0.0214,0.0245,0.9977
22.221,-5.1719,3.1797,7.6602,1.3496,3.2988,-1.4395,0.0596,0.0214,0.0245,0.9977
22.241,-4.0234,4.2891,5.8203,1.6387,2.5938,-0.9922,0.0596,0.0214,0.0245,0.9977
22.263,-3.7930,4.3281,4.4805,1.9902,2.3066,-0.5293,0.0876,0.1158,-0.0098,0.9893
22.282,-4.1758,5.0547,4.2148,2.3340,1.6230,-0.1934,0.0876,0.1158,-0.0098,0.9893
22.303,-3.3711,6.4414,3.6406,2.7090,0.9062,0.2324,0.1383,0.1687,-0.0234,0.9756
22.323,-2.1836,7.2344,3.2578,2.9004,0.2637,0.7012,0.1383,0.1687,-0.0234,0.9756
22.345,-1.0742,7.6562,2.8711,3.0859,0.0391,1.0996,0.1383,0.1687,-0.0234,0.9756
22.365,-0.8047,8.7383,1.8008,3.2422,-0.4355,1.3477,0.2089,0.1771,-0.0200,0.9615
22.387,2.6055,10.6914,0.9961,3.3965,-0.6641,1.9492,0.2089,0.1771,-0.0200,0.9615
22.405,3.4844,12.0273,0.9180,3.4512,-0.9531,2.2324,0.2943,0.1564,-0.0002,0.9428
22.427,3.6016,13.7109,0.2695,3.5625,-2.0781,2.5684,0.2943,0.1564,-0.0002,0.9428
22.446,3.9453,14.0938,-0.8438,3.6934,-2.8262,3.2266,0.2943,0.1564,-0.0002,0.9428
22.467,7.6250,16.9297,0.0000,3.8848,-3.1621,3.3789,0.2943,0.1564,-0.0002,0.9428
22.487,9.8438,17.7344,0.7266,3.6211,-3.6055,3.4570,0.2943,0.1564,-0.0002,0.9428
22.508,10.5352,20.2695,0.9570,3.7871,-3.8066,3.6758,0.4777,-0.0082,0.0681,0.8759
22.529,10.6875,20.6875,0.9961,3.6992,-3.7891,3.7793,0.4777,-0.0082,0.0681,0.8759
22.549,11.1094,22.5234,1.0742,3.4629,-3.4102,3.0898,0.4777,-0.0082,0.0681,0.8759
22.569,10.3828,22.4492,0.7266,3.5645,-2.3008,2.8418,0.5591,-0.1263,0.1039,0.8128
22.590,6.3594,20.7617,-0.3438,3.1035,-1.5293,1.7227,0.5591,-0.1263,0.1039,0.8128
22.611,8.0078,20.9141,-0.3438,3.6816,-0.9473,0.6777,0.6207,-0.1919,0.1317,0.7487
22.641,1.9141,17.7773,1.1484,3.3730,-0.4121,-0.8496,0.6207,-0.1919,0.1317,0.7487
22.651,1.3398,15.5156,0.9961,3.4414,-0.6348,-1.9590,0.6207,-0.1919,0.1317,0.7487
22.672,-3.1016,15.7070,1.5703,3.0781,-1.5762,-3.5254,0.6880,-0.1859,0.1297,0.6894
22.693,-0.8438,17.3906,1.6484,3.0957,-1.3125,-4.5898,0.6880,-0.1859,0.1297,0.6894
22.713,1.3008,18.7695,0.6133,3.0410,-1.4336,-4.5918,0.7582,-0.1313,0.0552,0.6363
22.733,-2.7578,21.2969,2.5664,3.4531,-2.6602,-4.7246,0.7582,-0.1313,0.0552,0.6363
22.754,1.7617,23.9414,0.9961,4.2539,-3.3438,-4.7344,0.7582,-0.1313,0.0552,0.6363
22.776,5.6328,22.4844,1.3008,3.4629,-5.0098,-5.4336,0.8212,-0.0710,-0.0527,0.5637
22.795,8.4648,19.5312,1.4570,3.1562,-5.3672,-4.5332,0.8212,-0.0710,-0.0527,0.5637
22.817,4.2891,17.8125,1.1875,2.6582,-6.5000,-4.7285,0.8570,-0.0399,-0.2124,0.4679
22.837,3.2930,17.6562,-0.5352,2.0117,-6.8613,-4.4082,0.8570,-0.0399,-0.2124,0.4679
22.877,4.6367,14.2891,-0.9570,1.2656,-4.5273,-3.3867,0.8351,-0.0351,-0.3984,0.3776
22.897,0.8828,12.9492,-3.2930,0.6113,-3.3105,-3.7480,0.8351,-0.0351,-0.3984,0.3776
22.918,-1.2656,12.4492,-1.7227,1.2305,-1.8320,-4.0645,0.7988,-0.0151,-0.5184,0.3048
22.939,-3.5625,9.0781,3.1406,-0.2832,-1.7031,-3.3945,0.7988,-0.0151,-0.5184,0.3048
22.959,-10.3438,10.9961,5.2852,-0.1484,-2.7871,-3.3730,0.7988,-0.0151,-0.5184,0.3048
22.980,-8.6562,11.3789,3.6758,-0.6523,-4.6289,-2.6953,0.7731,0.0378,-0.5840,0.2445
23.001,-8.7344,10.5742,5.8594,-1.7031,-6.6934,-2.0176,0.7731,0.0378,-0.5840,0.2445
23.021,-2.4531,12.3359,8.3906,-2.8047,-6.1621,-1.1582,0.6833,0.0710,-0.6888,0.2312
23.042,0.0781,12.7617,10.1133,-3.7480,-4.1113,-0.7324,0.6833,0.0710,-0.6888,0.2312
23.063,0.2305,11.8789,11.6836,-4.5332,-2.4883,-0.3223,0.6833,0.0710,-0.6888,0.2312
23.083,0.0000,11.1875,12.6406,-5.2129,-1.7324,-0.0039,0.6833,0.0710,-0.6888,0.2312
23.103,-2.4883,10.1133,11.9883,-5.7891,-1.8203,0.2695,0.6833,0.0710,-0.6888,0.2312
23.123,-2.1836,9.6133,10.5312,-6.1816,-1.9414,0.6934,0.4965,0.2075,-0.7623,0.3597
23.144,-0.4219,9.2266,9.1953,-6.4766,-1.8340,1.1406,0.4965,0.2075,-0.7623,0.3597
23.185,1.3398,8.7773,5.4766,-7.0391,-1.3730,1.9590,0.4039,0.2969,-0.7320,0.4615
23.205,1.2266,8.5781,3.2930,-7.2402,-1.1523,2.3398,0.4039,0.2969,-0.7320,0.4615
23.226,0.4609,8.2383,1.0352,-7.2500,-1.1426,2.7969,0.3078,0.3843,-0.6577,0.5702
23.247,-0.7656,6.5508,-2.6797,-7.0566,-1.3359,3.3320,0.3078,0.3843,-0.6577,0.5702
23.267,-1.4922,6.2461,-3.1016,-6.8066,-1.7500,3.9238,0.3078,0.3843,-0.6577,0.5702
23.287,-2.0703,6.0508,-3.8320,-6.3535,-2.3145,4.6934,0.2101,0.4501,-0.5404,0.6791
23.309,-2.5273,6.5078,-4.3672,-5.6777,-2.7832,5.3262,0.2101,0.4501,-0.5404,0.6791
23.331,-2.1836,7.5898,-4.2148,-4.9121,-2.9785,5.8477,0.1262,0.4578,-0.3933,0.7873
23.351,-1.6094,8.1953,-3.3711,-4.1523,-2.9238,6.3027,0.1262,0.4578,-0.3933,0.7873
23.369,-1.1875,8.3125,-2.6797,-3.3789,-2.6387,6.5918,0.1262,0.4578,-0.3933,0.7873
23.391,-1.0352,7.5117,-2.7969,-2.5508,-2.1719,6.5996,0.0804,0.4161,-0.2243,0.8775
23.411,-1.6484,6.2461,-4.0977,-1.4902,-1.9512,6.3574,0.0804,0.4161,-0.2243,0.8775
23.433,-1.6484,4.8633,-4.8594,-0.2402,-1.8066,5.9414,0.0846,0.3629,-0.0602,0.9260
23.452,0.4961,4.4805,-5.9805,0.8965,-1.4785,5.6367,0.0846,0.3629,-0.0602,0.9260
23.493,2.1445,7.1641,-3.1797,1.4629,1.6348,4.5039,0.1439,0.3156,0.0659,0.9356
23.513,-15.1680,12.6797,15.0156,0.7520,1.7012,2.2969,0.1439,0.3156,0.0659,0.9356
23.534,-10.6875,20.2266,22.9453,-0.8613,1.7305,2.8711,0.1904,0.3246,0.1539,0.9136
23.557,-11.5312,23.8281,10.8789,-0.4473,-0.2793,0.4121,0.1904,0.3246,0.1539,0.9136
23.575,-6.1289,11.5703,17.3164,-1.1895,-0.9141,1.6523,0.1904,0.3246,0.1539,0.9136
23.595,-16.3945,13.5234,16.6289,-2.1406,-1.0000,-1.0918,0.1867,0.3210,0.2007,0.9066
23.616,-19.0391,10.0742,13.7891,-2.0215,-3.3945,-0.7441,0.1867,0.3210,0.2007,0.9066
23.637,-9.0391,9.0781,6.6289,-1.9062,-6.3730,-0.0410,0.1490,0.2644,0.1959,0.9325
23.657,3.5625,7.8906,9.9258,-1.5391,-4.4707,-1.6113,0.1490,0.2644,0.1959,0.9325
23.678,-9.0391,8.2734,11.1914,-1.4824,-3.8203,-1.0801,0.1490,0.2644,0.1959,0.9325
23.699,-3.8672,9.2695,14.5938,-1.2832,-3.5586,-0.7422,0.1280,0.1425,0.1641,0.9677
23.718,-4.8633,5.4414,11.6797,-1.2012,-3.9277,-0.0059,0.1280,0.1425,0.1641,0.9677
23.739,-3.9453,5.4766,10.1875,-1.2793,-4.5801,-0.0664,0.1092,0.0483,0.1438,0.9824
23.760,-1.1484,5.0547,8.9648,-1.1523,-4.1895,-0.0625,0.1092,0.0483,0.1438,0.9824
23.781,0.8828,3.8320,8.8828,-1.0977,-3.3770,0.0781,0.1092,0.0483,0.1438,0.9824
23.801,2.1445,3.3711,8.9219,-0.9531,-2.7578,0.2754,0.1092,0.0483,0.1438,0.9824
23.822,1.7227,2.4883,9.4609,-0.8750,-2.5449,0.3613,0.1092,0.0483,0.1438,0.9824
23.841,2.7578,1.8008,9.4648,-0.8652,-2.0254,0.3770,0.0781,-0.1299,0.1306,0.9798
23.865,2.8711,2.1836,9.7305,-0.8164,-1.6543,0.2676,0.0781,-0.1299,0.1306,0.9798
23.883,2.4883,2.0703,9.3828,-0.9004,-1.6797,0.2656,0.0781,-0.1299,0.1306,0.9798
23.903,3.4492,2.0703,8.5430,-0.8242,-1.4258,0.2559,0.0620,-0.1773,0.1318,0.9733
23.924,3.9844,3.1016,7.8516,-0.7246,-1.1895,0.1758,0.0620,-0.1773,0.1318,0.9733
23.946,2.4883,2.0312,7.2070,-0.5723,-1.3281,0.2578,0.0461,-0.2136,0.1318,0.9669
23.965,3.6016,1.6094,7.5117,-0.5195,-1.1367,0.4414,0.0461,-0.2136,0.1318,0.9669
23.985,3.6758,1.2656,7.5859,-0.5078,-0.8203,0.1953,0.0461,-0.2136,0.1318,0.9669
24.006,3.6016,1.4570,7.3125,-0.4004,-0.1309,0.0801,0.0346,-0.2438,0.1351,0.9598
24.026,3.6016,0.9180,6.6641,-0.3535,0.4277,-0.0820,0.0346,-0.2438,0.1351,0.9598
24.047,3.2578,0.8047,6.5898,-0.3047,1.0293,-0.4102,0.0247,-0.2456,0.1332,0.9598
24.068,2.9883,1.7617,6.8945,-0.0215,1.3027,-0.4941,0.0247,-0.2456,0.1332,0.9598
24.088,1.9141,1.5312,6.8555,0.1719,1.4766,-0.8516,0.0247,-0.2456,0.1332,0.9598
24.108,0.9961,0.6133,7.8906,0.1055,1.6055,-0.9160,0.0247,-0.2456,0.1332,0.9598
24.129,1.1484,1.1484,8.3125,0.3047,1.4785,-0.9258,0.0247,-0.2456,0.1332,0.9598
24.150,1.8398,0.9570,8.9219,0.4375,1.4297,-1.0469,0.0261,-0.1786,0.1007,0.9784
24.171,0.8828,1.7227,8.8125,0.5957,1.7637,-1.3711,0.0261,-0.1786,0.1007,0.9784
24.191,-0.0391,1.8789,8.2773,0.6660,2.9434,-1.5273,0.0261,-0.1786,0.1007,0.9784
24.211,-0.3438,2.2617,8.1953,0.9238,3.6465,-1.6816,0.0403,-0.1309,0.0732,0.9879
24.232,-0.1523,2.6445,7.9336,1.1992,3.8750,-1.6738,0.0403,-0.1309,0.0732,0.9879
24.255,-1.3398,3.7930,7.3516,1.5273,3.2891,-1.3418,0.0639,-0.0374,0.0389,0.9965
24.273,-2.2617,4.1758,7.2734,1.7637,2.5273,-0.9941,0.0639,-0.0374,0.0389,0.9965
24.293,-3.0664,4.2539,7.0508,1.8984,1.7695,-0.7402,0.0639,-0.0374,0.0389,0.9965
24.314,-2.4531,5.0547,6.5898,2.2246,1.3477,-0.5996,0.1038,0.0327,0.0169,0.9939
24.335,-1.8789,5.4023,4.5586,2.4531,1.2910,-0.4688,0.1038,0.0327,0.0169,0.9939
24.355,-1.0742,6.0859,3.4844,2.8008,1.1602,-0.2598,0.1584,0.0693,0.0044,0.9849
24.375,-0.4219,6.2852,2.7578,3.1133,1.0527,-0.0273,0.1584,0.0693,0.0044,0.9849
24.396,-0.1523,7.7344,2.2969,3.3633,0.8730,0.1523,0.1584,0.0693,0.0044,0.9849
24.416,0.2305,10.5312,1.1484,3.6406,0.0996,0.7109,0.1584,0.0693,0.0044,0.9849
24.437,2.6055,12.0273,0.8828,3.8066,-0.5625,1.3145,0.1584,0.0693,0.0044,0.9849
24.458,2.5273,13.5625,0.6914,3.8398,-1.1094,1.9062,0.3225,0.0901,0.0120,0.9422
24.478,4.0977,13.5234,0.9180,3.9238,-1.8418,2.4023,0.3225,0.0901,0.0120,0.9422
24.499,6.5117,15.9414,-0.8438,3.9062,-3.2090,2.9102,0.3225,0.0901,0.0120,0.9422
24.519,4.9805,17.0859,-1.6836,3.9766,-3.4375,2.8320,0.4172,0.0303,0.0416,0.9073
24.539,8.4258,18.8438,-2.6055,4.0000,-3.8398,3.2910,0.4172,0.0303,0.0416,0.9073
24.560,12.3750,20.2266,-1.4922,3.8359,-3.4961,3.2852,0.5076,-0.0774,0.0684,0.8554
24.580,12.0273,21.2578,-1.0352,3.6348,-3.1797,3.1445,0.5076,-0.0774,0.0684,0.8554
24.601,13.8672,22.7148,-0.8047,3.8047,-2.7480,2.9844,0.5076,-0.0774,0.0684,0.8554
24.622,12.6016,20.4180,0.3047,3.8867,-1.9805,2.2715,0.5823,-0.1800,0.1023,0.7861
24.645,8.8867,17.3945,-0.2695,2.9473,-1.3945,1.1465,0.5823,-0.1800,0.1023,0.7861
24.663,7.9688,20.2305,0.2305,3.3516,-1.4219,0.2188,0.6437,-0.2365,0.1271,0.7167
24.683,5.0938,18.5820,1.4570,3.2207,-1.3281,-1.1016,0.6437,-0.2365,0.1271,0.7167
24.704,4.2539,14.7539,1.6836,3.1680,-1.5254,-2.1309,0.6437,-0.2365,0.1271,0.7167
24.724,0.6523,13.6328,2.4883,3.0020,-2.4824,-3.4688,0.6437,-0.2365,0.1271,0.7167
24.746,2.1445,17.8555,-0.1133,1.7988,-1.6523,-4.7246,0.6437,-0.2365,0.1271,0.7167
24.765,0.3047,17.7773,2.3750,2.8867,-1.6582,-4.6914,0.7729,-0.1931,0.0310,0.6036
24.786,1.4922,19.7695,0.9961,2.7656,-1.5000,-5.0293,0.7729,-0.1931,0.0310,0.6036
24.806,1.4180,22.2891,2.5273,3.4297,-2.5117,-6.0762,0.7729,-0.1931,0.0310,0.6036
24.827,1.7617,17.0508,1.8398,2.8730,-4.2617,-5.3047,0.8338,-0.1165,-0.0651,0.5358
24.847,4.0234,17.8945,0.8438,2.3672,-5.0195,-4.8574,0.8338,-0.1165,-0.0651,0.5358
24.868,6.3594,17.6562,0.8828,2.4805,-5.9258,-4.0117,0.8651,-0.0663,-0.2136,0.4489
24.889,5.0547,16.3555,-0.4961,1.6660,-6.2871,-3.5273,0.8651,-0.0663,-0.2136,0.4489
24.909,2.3750,15.2812,-1.8008,1.1387,-4.9590,-4.3281,0.8651,-0.0663,-0.2136,0.4489
24.930,2.7578,12.3359,-1.2656,1.1914,-3.6504,-3.9141,0.8476,-0.0543,-0.3762,0.3703
24.950,3.0273,12.5273,-0.8047,1.1934,-1.8984,-3.8164,0.8476,-0.0543,-0.3762,0.3703
24.971,-5.2852,7.3164,0.9570,0.9277,-2.0234,-3.6484,0.8282,-0.0107,-0.4746,0.2977
24.991,-4.9805,10.4180,1.8398,0.4414,-1.8711,-3.3613,0.8282,-0.0107,-0.4746,0.2977
25.012,-7.1641,10.8008,2.4141,0.0020,-2.0332,-3.4941,0.8282,-0.0107,-0.4746,0.2977
25.034,-8.8867,11.8359,4.7500,-0.1172,-3.5488,-3.1328,0.8076,0.0431,-0.5368,0.2402
25.052,-9.6523,9.8828,6.1289,-1.4375,-5.9121,-2.3848,0.8076,0.0431,-0.5368,0.2402
25.073,-4.6367,11.8359,6.6641,-2.1777,-5.4668,-1.6816,0.7382,0.0878,-0.6321,0.2189
25.093,-3.1016,12.0664,8.3125,-3.1660,-3.6504,-1.1660,0.7382,0.0878,-0.6321,0.2189
25.114,-2.6445,11.0703,10.6094,-3.9336,-2.3691,-0.8926,0.7382,0.0878,-0.6321,0.2189
25.134,-3.0664,11.0742,11.0312,-4.5664,-1.8047,-0.5586,0.6476,0.1371,-0.7042,0.2567
25.155,-3.4102,10.7695,10.5742,-5.1914,-1.7129,-0.2207,0.6476,0.1371,-0.7042,0.2567
25.176,-3.7148,10.4570,10.1914,-5.7344,-1.9668,0.1992,0.5786,0.2148,-0.7153,0.3278
25.196,-1.7617,10.7969,8.7734,-6.3340,-1.8984,0.6191,0.5786,0.2148,-0.7153,0.3278
25.217,-1.1484,10.9922,7.8516,-6.8867,-1.7500,0.9980,0.5786,0.2148,-0.7153,0.3278
25.238,-0.7266,10.6875,6.2422,-7.2754,-1.6016,1.4316,0.4904,0.2996,-0.6959,0.4306
25.258,-0.2695,10.5742,4.3281,-7.5234,-1.3066,1.8594,0.4904,0.2996,-0.6959,0.4306
25.280,-0.2695,9.6523,0.4219,-7.6094,-1.0176,2.3047,0.3892,0.3863,-0.6309,0.5489
25.299,-0.6914,8.9648,-1.1094,-7.5566,-0.7891,2.7812,0.3892,0.3863,-0.6309,0.5489
25.320,-1.3008,8.3945,-1.9922,-7.3555,-0.9863,3.3340,0.3892,0.3863,-0.6309,0.5489
25.341,-2.7969,7.1250,-4.4453,-6.8867,-1.4980,3.9199,0.2895,0.4591,-0.5175,0.6615
25.360,-2.7969,7.0898,-4.7109,-6.2852,-1.9336,4.4316,0.2895,0.4591,-0.5175,0.6615
25.381,-2.5273,7.1250,-4.5586,-5.6309,-2.2910,4.9180,0.2009,0.4812,-0.3767,0.7656
25.402,-2.3359,7.3516,-3.9062,-4.9414,-2.6035,5.4258,0.2009,0.4812,-0.3767,0.7656
25.444,-0.6523,7.2031,-3.3320,-3.5117,-2.4316,6.0020,0.1403,0.4474,-0.2208,0.8552
25.463,-0.8438,5.5547,-4.2148,-2.6152,-2.1035,6.0547,0.1403,0.4474,-0.2208,0.8552
25.484,-0.4609,4.2148,-5.9414,-1.4727,-2.0586,5.6816,0.1218,0.3875,-0.0604,0.9118
25.504,3.8320,6.8203,-6.9336,-0.3320,-1.2617,4.9707,0.1218,0.3875,-0.0604,0.9118
25.524,3.7539,7.6250,-3.6406,0.2070,-0.1641,4.4961,0.1218,0.3875,-0.0604,0.9118
25.545,0.8047,7.0117,-4.2148,0.1758,0.1641,3.4727,0.1503,0.3394,0.0591,0.9266
25.566,-18.4648,9.7305,13.2148,-0.6211,0.3691,3.7734,0.1503,0.3394,0.0591,0.9266
25.586,-19.6523,10.3047,19.0000,-1.6738,-0.1699,0.5957,0.1713,0.3280,0.1437,0.9178
25.606,-19.8438,30.1484,12.7578,-1.2773,-2.0273,0.5410,0.1713,0.3280,0.1437,0.9178
25.627,-11.8750,7.9688,19.7266,-2.5703,-4.7637,0.4336,0.1713,0.3280,0.1437,0.9178
25.648,-15.7070,8.4648,11.3398,-2.3359,-3.7363,-1.4668,0.1467,0.2770,0.1706,0.9341
25.668,-15.3203,6.8555,12.9844,-1.7324,-4.0215,-1.1582,0.1467,0.2770,0.1706,0.9341
25.689,-13.1016,9.3867,10.1914,-1.2754,-5.9238,0.2461,0.1073,0.1713,0.1465,0.9684
25.709,-3.5234,6.0508,9.6133,-0.8359,-5.0742,-0.3184,0.1073,0.1713,0.1465,0.9684
25.730,-0.1133,8.1992,13.1758,-1.2773,-2.5586,-1.3281,0.1073,0.1713,0.1465,0.9684
25.750,-8.0820,8.3516,13.7148,-0.6855,-2.9062,-0.3887,0.1073,0.1713,0.1465,0.9684
25.772,-2.5273,3.5234,11.8398,-0.8027,-2.5430,-0.5527,0.1073,0.1713,0.1465,0.9684
25.792,-2.2227,4.2148,10.7266,-1.0801,-3.1641,-0.2168,0.0841,-0.0183,0.1061,0.9906
25.813,0.0000,1.8398,9.1602,-0.9160,-3.5898,0.0840,0.0841,-0.0183,0.1061,0.9906
25.832,0.8828,1.6094,9.1172,-0.8379,-3.4453,0.1211,0.0841,-0.0183,0.1061,0.9906
25.853,2.3750,1.7617,8.8438,-0.7852,-3.0742,0.4453,0.0699,-0.1033,0.1125,0.9858
25.873,1.6484,1.6836,9.2656,-0.7383,-3.0000,0.5254,0.0699,-0.1033,0.1125,0.9858
25.894,3.4844,1.9922,8.2734,-0.6426,-2.5430,0.4551,0.0628,-0.1809,0.1465,0.9705
25.914,4.1758,1.0352,8.1602,-0.6660,-2.0801,0.2266,0.0628,-0.1809,0.1465,0.9705
25.935,4.4805,1.3789,7.4336,-0.6504,-1.6230,0.2441,0.0628,-0.1809,0.1465,0.9705
25.956,4.9805,1.1484,6.7852,-0.4961,-0.9590,0.2031,0.0571,-0.2362,0.1666,0.9556
25.976,5.8984,0.8047,6.8203,-0.4570,-0.3574,0.3652,0.0571,-0.2362,0.1666,0.9556
25.996,4.5977,1.2266,6.8242,-0.3730,-0.0645,0.2559,0.0465,-0.2582,0.1686,0.9501
26.017,3.9062,1.0742,7.0859,-0.3008,-0.0938,0.4414,0.0465,-0.2582,0.1686,0.9501
26.038,3.9453,0.8438,7.7773,-0.2852,-0.1465,0.5430,0.0465,-0.2582,0.1686,0.9501
26.058,2.7969,0.6133,7.2344,-0.2598,0.0078,0.2637,0.0465,-0.2582,0.1686,0.9501
26.079,2.4531,0.3828,6.9688,-0.1855,0.0879,0.1133,0.0465,-0.2582,0.1686,0.9501
26.099,2.8359,0.2305,6.8555,-0.0723,0.5293,-0.3262,0.0292,-0.2624,0.1795,0.9477
26.122,2.8359,1.2656,6.6289,0.0488,1.4102,-0.7148,0.0292,-0.2624,0.1795,0.9477
26.140,2.9102,0.6133,7.1641,0.3379,1.9473,-0.9238,0.0292,-0.2624,0.1795,0.9477
26.161,1.6484,0.4609,8.0781,0.3516,2.2793,-1.2402,0.0287,-0.2351,0.1671,0.9571
26.181,1.0742,1.3008,9.1211,0.6094,2.0371,-1.2520,0.0287,-0.2351,0.1671,0.9571
26.202,0.5742,1.4570,8.9258,0.7051,2.3379,-1.2988,0.0372,-0.1802,0.1424,0.9725
26.222,-0.1523,1.5703,8.5430,0.7793,2.8828,-1.3887,0.0372,-0.1802,0.1424,0.9725
26.243,-1.1484,1.7617,8.5781,0.8965,3.4277,-1.7129,0.0372,-0.1802,0.1424,0.9725
26.264,-0.8438,2.7578,8.2734,1.0957,3.1641,-1.5566,0.0521,-0.1088,0.1139,0.9861
26.284,-2.0703,3.0273,8.1172,1.2500,2.8203,-1.3789,0.0521,-0.1088,0.1139,0.9861
26.305,-2.0703,4.1758,7.8164,1.3711,2.3223,-1.1602,0.0745,-0.0278,0.0831,0.9933
26.325,-1.3789,4.5195,7.3906,1.5410,2.0000,-0.8906,0.0745,-0.0278,0.0831,0.9933
26.346,-1.2266,5.5156,6.9336,1.8516,2.0078,-0.6367,0.0745,-0.0278,0.0831,0.9933
26.366,-1.6836,5.6328,5.0547,2.1641,1.6699,-0.2617,0.0745,-0.0278,0.0831,0.9933
26.386,-0.4961,6.4023,3.9062,2.5547,1.0371,0.2871,0.0745,-0.0278,0.0831,0.9933
26.407,-0.1133,6.9688,3.8320,2.7617,0.8789,0.5137,0.1624,0.0714,0.0630,0.9821
26.428,-0.4609,7.5508,3.8320,2.9629,0.8496,0.7188,0.1624,0.0714,0.0630,0.9821
26.448,1.1484,10.3438,2.1055,3.0742,0.8848,1.0391,0.1624,0.0714,0.0630,0.9821
26.469,1.5312,12.4492,0.9180,3.3496,0.3262,1.4570,0.2321,0.0941,0.0776,0.9650
26.489,2.3359,13.2148,0.1914,3.4922,-0.2031,2.0645,0.2321,0.0941,0.0776,0.9650
26.512,4.2148,14.9023,0.0000,3.5508,-1.1855,2.5938,0.3161,0.0954,0.1096,0.9375
26.541,4.2148,16.2070,-0.6523,3.7227,-3.3613,3.2832,0.3161,0.0954,0.1096,0.9375
26.562,10.2656,19.0430,0.0391,3.6602,-4.0391,3.4258,0.3161,0.0954,0.1096,0.9375
26.581,13.1406,20.1094,0.1914,3.3809,-4.2559,3.8223,0.4316,0.0084,0.1537,0.8888
26.604,16.0508,22.0625,1.8789,3.4180,-3.7520,3.6621,0.4316,0.0084,0.1537,0.8888
26.623,13.1406,21.5664,2.6055,2.8203,-3.4238,3.2441,0.5173,-0.1074,0.1885,0.8279
26.644,10.0000,19.5039,2.4141,2.1191,-2.8828,2.6309,0.5173,-0.1074,0.1885,0.8279
26.685,6.7031,17.2344,1.5703,2.5586,-2.3203,-1.0410,0.5726,-0.1932,0.2090,0.7689
